"density","pH","sulphates","alcohol","quality","Wine_ID"
"0.99088","3","0.51","11.9","6","2488"
"0.99088","3","0.51","11.9","6","2489"
"0.99922","3.2","0.44","9.3","6","2490"
"0.9966","3.3","0.76","10","6","2491"
"0.99466","3.2","0.43","9.5","5","2492"
"0.99922","3.2","0.44","9.3","6","2493"
"0.99836","3.2","0.5","9.7","4","2494"
"0.99836","3.2","0.5","9.7","4","2495"
"0.99238","3.2","0.48","10.2","5","2496"
"0.99645","3.1","0.4","10.8","5","2497"
"1","3.3","0.48","8.8","5","2498"
"1","3.3","0.48","8.8","5","2499"
"0.99376","3.3","0.49","11.4","6","2500"
"1","3.3","0.48","8.8","5","2501"
"0.99513","3.1","0.52","9.8","5","2502"
"0.99556","3.2","0.47","9.4","4","2503"
"0.99556","3.2","0.47","9.4","4","2504"
"0.99543","3.2","0.43","9.4","6","2505"
"0.99886","3.2","0.63","9.4","6","2506"
"0.99526","3.2","0.48","9.7","6","2507"
"0.99166","3.4","0.47","12.3","7","2508"
"0.99691","3.3","0.43","9.8","6","2509"
"0.99732","3.1","0.68","9","5","2510"
"0.99573","3.3","0.46","9.2","6","2511"
"0.99656","3.2","0.6","9.4","6","2512"
"0.99112","3.3","0.48","9.9","6","2513"
"0.99214","3.1","0.52","9.8","5","2514"
"0.99165","3.4","0.49","12.3","7","2515"
"0.99004","3","0.52","11.9","7","2516"
"0.99463","3.3","0.64","10.2","6","2517"
"0.99683","3.1","0.56","9.5","6","2518"
"0.99004","3","0.52","11.9","7","2519"
"0.99596","3.2","0.5","9.2","5","2520"
"0.99898","3.2","0.49","9.7","5","2521"
"0.99114","3.4","0.6","11.5","7","2522"
"0.99508","3.2","0.38","10.4","8","2523"
"0.99306","3.2","0.41","11.6","5","2524"
"0.99898","3.2","0.49","9.7","5","2525"
"0.99508","3.2","0.38","10.4","8","2526"
"0.99114","3.4","0.6","11.5","7","2527"
"0.99342","3.3","0.51","10.2","6","2528"
"0.99345","3.4","0.5","9.8","6","2529"
"0.99772","3.2","0.47","9","5","2530"
"0.99239","3.4","0.59","10.5","6","2531"
"0.99502","3.2","0.38","9.4","4","2532"
"0.99502","3.2","0.38","9.4","4","2533"
"0.99479","3.2","0.34","10.8","5","2534"
"0.99207","3.2","0.46","10.7","7","2535"
"0.99497","3.1","0.5","10.6","6","2536"
"0.99828","3.2","0.42","9.2","6","2537"
"0.99542","3.3","0.44","9.5","6","2538"
"0.99542","3.3","0.44","9.5","6","2539"
"0.99228","3.4","0.5","10","5","2540"
"0.99706","3.1","0.47","10.6","5","2541"
"0.99497","3.1","0.5","10.6","6","2542"
"0.99669","3.1","0.48","10.6","5","2543"
"0.99828","3.2","0.42","9.2","6","2544"
"0.99269","3.2","0.48","11","6","2545"
"0.99196","3.3","0.53","11.2","6","2546"
"0.99662","3.3","0.54","9.6","5","2547"
"0.99475","3.2","0.48","9.4","5","2548"
"0.99544","3.2","0.53","9.5","6","2549"
"0.99944","3.1","0.62","9.3","5","2550"
"0.99475","3.2","0.48","9.4","5","2551"
"0.99544","3.2","0.53","9.5","6","2552"
"0.9966","3.1","0.46","9.4","5","2553"
"0.99066","3.1","0.72","11.2","7","2554"
"0.9907","3.1","0.73","11.2","7","2555"
"0.99066","3.1","0.72","11.2","7","2556"
"0.998","3","0.53","8.8","5","2557"
"0.9907","3.1","0.73","11.2","7","2558"
"0.99066","3.1","0.72","11.2","7","2559"
"0.99307","3.2","0.42","9.4","5","2560"
"0.99106","3.1","0.42","11.1","6","2561"
"0.99696","3.1","0.46","9.6","5","2562"
"0.99106","3.1","0.42","11.1","6","2563"
"0.99307","3.2","0.42","9.4","5","2564"
"0.99167","3","0.45","10.6","6","2565"
"0.99902","3.1","0.45","8.9","5","2566"
"0.98992","3.2","0.46","12.3","7","2567"
"0.99182","3.3","0.46","11.4","5","2568"
"0.99556","3.2","0.49","9.6","6","2569"
"0.99582","3.3","0.59","10.3","6","2570"
"0.99182","3.3","0.46","11.4","5","2571"
"0.98972","3.2","0.36","12.1","6","2572"
"0.99352","3.5","0.45","9.9","5","2573"
"0.9946","3.2","0.49","9.7","5","2574"
"0.99273","3.2","0.52","10.5","5","2575"
"0.99628","3","0.44","8.9","6","2576"
"0.99582","3.2","0.5","9.4","5","2577"
"0.99553","3.2","0.5","9.6","5","2578"
"0.98914","3.4","0.56","12.6","7","2579"
"0.99354","3.1","0.37","9.2","6","2580"
"0.99976","3.2","0.5","10.4","5","2581"
"0.99808","3","0.52","9","7","2582"
"0.99808","3","0.52","9","7","2583"
"0.99808","3","0.52","9","7","2584"
"0.99808","3","0.52","9","7","2585"
"0.99808","3","0.52","9","7","2586"
"0.99808","3","0.52","9","7","2587"
"0.9919","3.2","0.43","9.2","6","2588"
"0.99808","3","0.52","9","7","2589"
"0.99499","3.2","0.48","9.7","4","2590"
"0.99655","3.3","0.42","10.1","6","2591"
"0.99615","3.5","0.64","11","7","2592"
"0.99296","3.2","0.55","10.8","5","2593"
"0.99482","3.2","0.38","10.8","5","2594"
"0.99079","3.5","0.88","13.5","7","2595"
"0.99366","3.2","0.39","10.6","5","2596"
"0.99434","3.2","0.64","9.8","5","2597"
"0.98958","3.2","0.7","11.7","6","2598"
"0.99434","3.2","0.64","9.8","5","2599"
"0.99938","3.3","0.6","9","6","2600"
"0.99059","3.2","0.74","11.3","7","2601"
"0.99835","3.3","0.61","9.4","5","2602"
"0.98958","3.2","0.7","11.7","6","2603"
"0.99159","3.3","0.63","11.3","7","2604"
"0.99159","3.3","0.63","11.3","7","2605"
"0.98931","3.2","0.36","12","6","2606"
"0.9938","3.5","0.49","10.6","6","2607"
"0.99558","3.1","0.46","10.8","6","2608"
"0.99563","3.1","0.46","10.8","6","2609"
"0.98931","3.2","0.36","12","6","2610"
"0.99691","3.2","0.67","9.4","5","2611"
"0.9959","3.2","0.5","9.4","5","2612"
"0.99159","3.3","0.63","11.3","7","2613"
"0.99628","3.1","0.4","9.4","5","2614"
"0.99076","3.4","0.47","12","5","2615"
"0.99678","3.3","0.72","10.3","7","2616"
"0.99678","3.3","0.72","10.3","7","2617"
"0.99678","3.3","0.72","10.3","7","2618"
"0.99089","3.2","0.38","11.3","7","2619"
"0.99537","3.1","0.47","9.4","6","2620"
"1.0002","3.1","0.38","8.7","5","2621"
"0.99628","3.1","0.4","9.4","5","2622"
"0.99089","3.2","0.38","11.3","7","2623"
"0.99678","3.3","0.72","10.3","7","2624"
"0.99076","3.4","0.47","12","5","2625"
"0.99332","3.3","0.42","8","5","2626"
"0.99316","3.4","0.51","10.4","7","2627"
"0.99272","3.4","0.41","10.7","7","2628"
"0.99636","3.5","0.46","10.2","6","2629"
"0.99202","3.6","0.43","10.9","5","2630"
"0.99148","3.3","0.36","10.5","6","2631"
"0.99064","3.3","0.39","11.7","7","2632"
"0.99884","3.1","0.45","8.6","5","2633"
"0.99773","3.2","0.44","9","5","2634"
"1.00013","3","0.88","8.7","5","2635"
"0.98974","3.1","0.47","12.8","6","2636"
"0.99773","3.2","0.44","9","5","2637"
"1.00013","3","0.88","8.7","5","2638"
"0.99112","3.3","0.53","11.8","6","2639"
"0.99136","3.1","0.55","11.6","6","2640"
"0.99132","3.1","0.61","11.8","6","2641"
"0.99642","3.2","0.37","10.6","5","2642"
"0.99488","3.2","0.8","9.7","5","2643"
"0.99527","3.2","0.47","10.3","5","2644"
"0.99578","3.2","0.44","10.2","6","2645"
"0.99352","3.3","0.44","10.1","7","2646"
"0.99199","3.7","0.68","10.9","7","2647"
"0.99198","3.2","0.51","9.3","5","2648"
"0.99756","3.3","0.54","10.2","6","2649"
"0.99578","3.2","0.44","10.2","6","2650"
"0.99561","3.1","0.53","9.5","5","2651"
"0.99347","3.2","0.4","9.3","5","2652"
"0.98936","3.1","0.34","12.9","7","2653"
"0.99786","3.1","0.46","8.7","5","2654"
"0.99705","3.4","0.57","9.4","5","2655"
"0.9942","3.2","0.69","10.1","5","2656"
"0.9948","3.2","0.78","10","4","2657"
"0.99116","3.3","0.69","11.1","7","2658"
"0.99688","3.3","0.7","10.3","7","2659"
"0.98974","3.2","0.41","12.2","6","2660"
"0.99542","3.1","0.48","9.3","6","2661"
"0.99154","3.2","0.56","11.3","6","2662"
"0.99118","3","0.65","10.8","6","2663"
"0.99044","3","0.39","11.2","8","2664"
"0.9914","3.3","0.45","12.5","7","2665"
"0.9979","3.4","0.49","9.3","5","2666"
"0.98892","3.4","0.41","12.9","7","2667"
"0.99114","3.2","0.45","11.2","7","2668"
"0.99188","3","1","12.6","6","2669"
"0.99583","3.2","0.49","9.3","5","2670"
"0.98892","3.4","0.41","12.9","7","2671"
"0.98892","3.4","0.41","12.9","7","2672"
"0.99704","3.2","0.36","9.5","7","2673"
"0.9911","3.2","0.36","11.9","6","2674"
"0.99334","2.9","0.66","10.3","7","2675"
"0.99334","2.9","0.66","10.3","7","2676"
"0.99094","3.1","0.68","11.2","6","2677"
"0.99014","3.2","0.31","12","6","2678"
"0.99304","3.1","0.4","9.6","5","2679"
"0.99652","3.2","0.42","9.2","6","2680"
"0.98944","3","0.33","12.9","6","2681"
"0.99772","3","0.59","9.3","6","2682"
"0.99367","3.1","0.44","12.1","6","2683"
"0.99304","3.1","0.4","9.6","5","2684"
"0.99183","3.4","0.48","11.2","6","2685"
"0.99126","3.1","0.37","11.2","7","2686"
"0.98944","3","0.33","12.9","6","2687"
"0.99577","3.2","0.46","9.2","5","2688"
"0.99772","3","0.59","9.3","6","2689"
"0.99652","3.2","0.42","9.2","6","2690"
"0.99428","3.2","0.5","9.3","6","2691"
"0.99388","3.2","0.36","10.7","6","2692"
"0.99208","3.1","0.54","9.8","6","2693"
"0.99256","3.3","0.54","10.3","6","2694"
"0.99388","3.2","0.36","10.7","6","2695"
"0.9925","3.3","0.38","11.3","6","2696"
"0.99904","3","0.49","8.8","6","2697"
"0.99216","3.2","0.5","10.8","5","2698"
"0.99208","3.1","0.54","9.8","6","2699"
"0.99428","3.2","0.5","9.3","6","2700"
"0.99165","3.3","0.6","11.5","7","2701"
"0.99924","3.3","0.41","8.8","5","2702"
"0.99924","3.3","0.41","8.8","5","2703"
"0.99924","3.3","0.41","8.8","5","2704"
"0.9956","3.2","0.38","9.4","6","2705"
"0.99562","3.2","0.38","9.4","6","2706"
"0.9972","3.2","0.63","9.6","6","2707"
"0.99924","3.3","0.41","8.8","5","2708"
"0.9958","3.2","0.48","9.3","6","2709"
"0.99976","3.2","0.75","8.9","5","2710"
"0.99976","3.2","0.75","8.9","5","2711"
"0.99296","3.7","0.43","10","5","2712"
"0.9957","3.2","0.46","9.1","5","2713"
"0.9958","3.2","0.48","9.3","6","2714"
"0.99579","3.2","0.5","9.4","6","2715"
"0.99541","3.1","0.6","10.1","6","2716"
"0.99976","3.2","0.75","8.9","5","2717"
"0.99518","3.2","0.4","10.8","6","2718"
"0.99168","3.2","0.54","10","6","2719"
"0.99276","3","0.38","10.9","6","2720"
"0.99085","3.2","0.38","12","7","2721"
"0.99873","3","0.8","9.3","5","2722"
"0.99172","3.2","0.62","12.3","7","2723"
"0.99312","3.5","0.56","10.4","6","2724"
"0.99276","3","0.38","10.9","6","2725"
"0.9972","3.2","0.42","10.5","5","2726"
"0.99278","3.4","0.5","9.8","6","2727"
"0.99092","3.1","0.46","10.5","6","2728"
"0.9962","3.2","0.51","9.9","6","2729"
"0.99053","3.3","0.69","11.4","7","2730"
"0.99858","3.2","0.51","9.2","5","2731"
"0.9984","3.1","0.53","9.7","5","2732"
"0.99335","3.1","0.51","10","5","2733"
"0.99053","3.3","0.69","11.4","7","2734"
"0.9949","3.1","0.49","10.3","6","2735"
"0.9962","3.2","0.51","9.9","6","2736"
"0.99092","3.1","0.46","10.5","6","2737"
"0.99532","3.2","0.47","9.8","7","2738"
"0.99727","3.2","0.34","9.3","5","2739"
"0.99026","3.1","0.47","12.4","7","2740"
"0.99668","3.2","0.42","9.3","6","2741"
"0.99727","3.2","0.34","9.3","5","2742"
"0.9952","3.3","0.72","9.5","6","2743"
"0.99144","3.1","0.4","10.5","6","2744"
"0.99144","3.1","0.4","10.5","6","2745"
"0.99015","3.3","0.53","12.8","7","2746"
"0.9914","3","0.45","10.8","6","2747"
"0.99693","3.1","0.55","10","6","2748"
"0.99035","3.4","0.9","11.8","8","2749"
"0.99693","3.1","0.55","10","6","2750"
"0.99035","3.4","0.9","11.8","8","2751"
"0.99006","3.2","0.66","12","6","2752"
"0.99126","3.2","0.46","12.6","6","2753"
"0.98994","3.4","0.4","11.9","8","2754"
"0.98985","3.1","0.32","10.6","5","2755"
"0.9971","3.4","0.48","9.2","5","2756"
"0.99882","3.2","0.52","10","6","2757"
"0.99477","3.4","0.46","9.2","5","2758"
"0.99478","3.4","0.47","9.3","6","2759"
"0.99576","3.2","0.54","10.2","6","2760"
"0.99578","3.3","0.54","10.2","6","2761"
"0.99354","3.1","0.51","8.7","5","2762"
"0.99244","3.2","0.42","10.7","5","2763"
"0.99084","3.2","0.34","12.1","6","2764"
"0.99612","3.1","0.37","9.5","6","2765"
"0.99356","3.2","0.37","11.2","6","2766"
"0.98952","2.9","0.59","12","6","2767"
"0.99612","3.1","0.37","9.5","6","2768"
"0.99084","3.2","0.34","12.1","6","2769"
"0.99244","3.2","0.42","10.7","5","2770"
"0.99955","3.3","0.54","8.8","7","2771"
"0.99374","3.8","0.66","10.8","6","2772"
"0.9892","3.3","0.37","13.1","7","2773"
"0.99144","3.1","0.6","12.5","7","2774"
"0.99352","3.1","0.33","11.7","8","2775"
"0.99352","3.1","0.33","11.7","8","2776"
"0.9935","3.1","0.33","11.6","8","2777"
"0.99237","3.3","0.54","11.3","6","2778"
"0.99144","3.1","0.6","12.5","7","2779"
"0.99022","3.1","0.45","11.4","5","2780"
"0.99032","3.4","0.44","12.2","5","2781"
"1.03898","3.4","0.69","11.7","6","2782"
"0.99587","3.3","0.59","10.4","6","2783"
"0.99587","3.3","0.59","10.4","6","2784"
"0.99587","3.3","0.59","10.4","6","2785"
"0.99976","3.2","0.5","9.1","5","2786"
"0.99354","3.1","0.41","12.2","6","2787"
"0.99976","3.2","0.5","9.1","5","2788"
"0.99552","3.1","0.54","9.4","5","2789"
"0.99552","3.1","0.53","9.4","5","2790"
"0.99587","3.3","0.59","10.4","6","2791"
"0.99604","3.2","0.49","9.2","5","2792"
"0.99584","3.2","0.51","9.4","5","2793"
"0.98894","3.2","0.53","13.5","7","2794"
"0.9963","3.1","0.4","9.4","5","2795"
"0.993","3.1","0.55","10.9","8","2796"
"0.98894","3.2","0.53","13.5","7","2797"
"0.9963","3.1","0.4","9.4","5","2798"
"0.99068","3.2","0.45","11.4","7","2799"
"0.98964","3.2","0.51","12.4","7","2800"
"0.99604","3.2","0.49","9.2","5","2801"
"0.99584","3.2","0.51","9.4","5","2802"
"0.9923","3.3","0.39","10.5","6","2803"
"0.99437","3.3","0.38","11.5","8","2804"
"0.993","3.1","0.55","10.9","8","2805"
"0.99238","3.3","0.44","10.8","6","2806"
"0.99801","3","0.46","8.9","5","2807"
"0.99802","3","0.46","8.9","5","2808"
"0.99566","3.2","0.5","9.4","6","2809"
"0.99067","3.4","0.73","12.2","7","2810"
"0.99066","3","0.47","12.1","7","2811"
"0.9929","3.2","0.66","10.9","5","2812"
"0.9934","3.3","0.58","10.1","6","2813"
"0.99067","3.4","0.73","12.2","7","2814"
"0.98912","3.3","0.38","13","7","2815"
"0.99066","3.2","0.39","11","5","2816"
"0.99228","3.2","0.49","10.8","5","2817"
"0.98912","3.3","0.38","13","7","2818"
"0.9958","2.9","0.34","9.3","4","2819"
"0.99052","3.4","0.42","11.4","6","2820"
"0.99312","3","0.38","9.2","5","2821"
"0.9968","3.5","0.6","9.9","5","2822"
"0.99502","3.2","0.44","10.5","5","2823"
"0.99084","3.1","0.48","12.4","6","2824"
"0.99573","3.2","0.53","9.5","6","2825"
"0.99256","3.2","0.5","10.5","6","2826"
"0.9959","3.2","0.48","9.1","6","2827"
"0.99084","3.4","0.35","11.5","7","2828"
"0.99084","3.4","0.35","11.5","7","2829"
"0.99644","3.2","0.37","11.2","5","2830"
"0.99526","3.2","0.4","10.8","5","2831"
"0.9954","3.1","0.44","9.4","5","2832"
"0.99095","3.2","0.58","11","6","2833"
"0.99188","3.2","0.37","11.3","7","2834"
"0.9909","3.3","0.38","11.2","6","2835"
"0.99256","3.2","0.5","10.5","6","2836"
"0.9959","3.2","0.48","9.1","6","2837"
"0.99581","3.2","0.5","10.4","6","2838"
"0.99132","3.1","0.58","11.2","7","2839"
"0.98936","3.1","0.36","11.1","7","2840"
"0.99136","3.2","0.38","11.2","6","2841"
"0.99142","3.3","0.39","10.5","6","2842"
"0.99232","3.2","0.45","10","6","2843"
"0.99232","3.2","0.47","10","6","2844"
"0.993","3.1","0.42","10.9","5","2845"
"0.99311","3.2","0.56","10.9","7","2846"
"0.99132","3.1","0.58","11.2","7","2847"
"0.98993","3.5","0.42","11.7","5","2848"
"0.99208","3.2","0.42","10","5","2849"
"0.99776","3","0.64","9.5","5","2850"
"0.99839","3","0.52","9","5","2851"
"0.99574","3","0.56","10","5","2852"
"0.99093","3.1","0.43","11.9","5","2853"
"0.99156","3.6","0.59","10.6","6","2854"
"0.99278","3.2","0.4","11","6","2855"
"0.9924","3.3","0.43","11.2","7","2856"
"0.98984","3.5","0.6","12","7","2857"
"0.99035","3.2","0.6","12.6","8","2858"
"0.9924","3.3","0.43","11.2","7","2859"
"0.99165","3.2","0.68","10.5","6","2860"
"0.9923","3.1","0.52","10.2","6","2861"
"0.99278","3.2","0.4","11","6","2862"
"0.99008","3.6","0.52","12.2","6","2863"
"0.98964","3.2","0.41","12.3","6","2864"
"0.99156","3.6","0.59","10.6","6","2865"
"0.9909","3.4","0.5","10.4","6","2866"
"0.98984","3.5","0.6","12","7","2867"
"0.9889","3.2","0.53","12.7","7","2868"
"0.99178","3.1","0.28","10.6","5","2869"
"0.99076","3.1","0.34","12.3","6","2870"
"0.9889","3.2","0.53","12.7","7","2871"
"0.99046","3.1","0.53","11.4","6","2872"
"0.98999","3.7","0.89","12","7","2873"
"0.98946","3.2","0.94","12.4","8","2874"
"0.98976","3.2","0.99","12.1","7","2875"
"0.99046","3.1","0.53","11.4","6","2876"
"0.99672","3.2","0.38","10.7","5","2877"
"0.99482","3","0.4","9.3","5","2878"
"0.98945","3.4","0.42","12.7","6","2879"
"0.98883","3.2","0.39","11.7","6","2880"
"0.99362","2.9","0.49","10.7","5","2881"
"0.99075","3","0.43","11.8","7","2882"
"0.99436","3.2","0.39","9.9","5","2883"
"0.98988","3.2","0.53","13.4","7","2884"
"0.99158","3.1","0.64","12.8","7","2885"
"0.99265","3.2","0.45","12.8","6","2886"
"0.99195","3.1","0.41","10.5","5","2887"
"0.99168","3.3","0.55","11.5","5","2888"
"0.9918","3","0.37","10.5","4","2889"
"0.99313","3","0.39","13","6","2890"
"0.9895","3.2","0.34","12.4","8","2891"
"0.9932","3.2","0.35","10.2","6","2892"
"0.99848","3.2","0.5","9","5","2893"
"0.9909","3.3","0.86","12","7","2894"
"0.99014","3.2","0.5","11.7","7","2895"
"0.9952","3.6","0.57","10","5","2896"
"0.99652","3.4","0.54","10.3","5","2897"
"0.99848","3.2","0.5","9","5","2898"
"0.99104","3","0.38","11.1","5","2899"
"0.99772","3.3","0.46","9","5","2900"
"0.9922","3.4","0.58","10.5","6","2901"
"0.99076","3.3","0.59","11.9","7","2902"
"0.99622","3.3","0.5","9.4","5","2903"
"0.9902","3.3","0.52","11.4","6","2904"
"0.99114","3.3","0.58","10.8","7","2905"
"0.9938","3.1","0.46","9.8","5","2906"
"0.99594","3.2","0.45","9.3","5","2907"
"0.9902","3.3","0.52","11.4","6","2908"
"0.99035","3.2","0.52","11.3","6","2909"
"0.99032","3.2","0.52","11.3","6","2910"
"0.99558","3.2","0.48","9.5","5","2911"
"0.99622","3.3","0.5","9.4","5","2912"
"0.99076","3.3","0.59","11.9","7","2913"
"0.99413","3","0.38","9.3","5","2914"
"0.99043","3","0.54","11.4","6","2915"
"0.99043","3","0.54","11.4","6","2916"
"0.98982","3.2","0.39","12.7","6","2917"
"0.98934","3.2","0.45","13.5","7","2918"
"0.9902","3.1","0.52","11.2","6","2919"
"0.99449","3.2","0.41","10.7","5","2920"
"0.99629","3","0.46","10.8","4","2921"
"0.9948","3.5","0.57","10.5","6","2922"
"0.98984","3.1","0.32","13","8","2923"
"0.99326","3.1","0.49","10.8","6","2924"
"0.99834","3.1","0.5","9.1","6","2925"
"0.99555","3.1","0.5","10.1","5","2926"
"0.98975","3.3","0.84","11.9","8","2927"
"0.99216","3","0.31","12","7","2928"
"0.99216","3","0.31","12","7","2929"
"0.99834","3.1","0.5","9.1","6","2930"
"0.9901","3.2","0.95","11.6","8","2931"
"0.98975","3.3","0.84","11.9","8","2932"
"0.99573","3.1","0.5","10.2","6","2933"
"0.99326","3.1","0.49","10.8","6","2934"
"0.99215","3.3","0.4","9.8","5","2935"
"0.98993","3","0.3","11.4","4","2936"
"0.99218","3.3","0.41","9.8","5","2937"
"0.99555","3.1","0.5","10.1","5","2938"
"0.99564","3.2","0.38","9.8","8","2939"
"0.99564","3.2","0.38","9.8","8","2940"
"0.99397","3.2","0.4","10.7","6","2941"
"0.99576","3.1","0.61","10.6","5","2942"
"0.99601","3.2","0.47","9.3","5","2943"
"0.99564","3.2","0.38","9.8","8","2944"
"0.99397","3.2","0.4","10.7","6","2945"
"0.98713","3.3","0.59","14","8","2946"
"0.99308","3.4","0.37","11","6","2947"
"0.99308","3.4","0.37","11","6","2948"
"0.99582","3.2","0.45","9.4","6","2949"
"0.99494","3.1","0.36","9","6","2950"
"0.9929","3.1","0.55","9","5","2951"
"0.99471","3.4","0.53","10","5","2952"
"0.9929","3.1","0.54","9","5","2953"
"0.9929","3.1","0.55","9","5","2954"
"0.99037","3.3","0.6","12.4","7","2955"
"0.99304","3.1","0.44","11.3","5","2956"
"0.99026","2.8","0.55","12","6","2957"
"0.98986","3","0.56","11.7","6","2958"
"0.99471","3.4","0.53","10","5","2959"
"0.98951","2.8","0.54","13.2","7","2960"
"0.99634","3.1","0.59","11","7","2961"
"0.99368","3.2","0.54","11","6","2962"
"0.99792","3","0.48","9.2","5","2963"
"0.99026","3.1","0.48","13","7","2964"
"0.99362","3.8","0.6","10.6","5","2965"
"0.98919","3.6","0.49","13","8","2966"
"0.99835","3","0.54","9","6","2967"
"0.99835","3","0.54","9","6","2968"
"0.99038","2.9","0.32","11.5","5","2969"
"0.99104","3.1","0.44","11","6","2970"
"0.99038","2.9","0.32","11.5","5","2971"
"0.99286","3.1","0.43","9.9","5","2972"
"0.99296","3.1","0.46","10.4","6","2973"
"0.99835","3","0.54","9","6","2974"
"0.9954","3.1","0.52","9.9","6","2975"
"0.9914","3.1","0.47","11","6","2976"
"0.99286","3.2","0.35","12.1","6","2977"
"0.99604","3","0.51","9.7","6","2978"
"0.99604","3","0.51","9.7","6","2979"
"0.99119","3","0.3","12.2","7","2980"
"0.99007","3.2","0.31","12.4","7","2981"
"0.99507","3","0.39","10.5","7","2982"
"0.99596","3.3","0.57","10.4","6","2983"
"0.99011","3.2","0.34","12","6","2984"
"0.99184","3.1","0.32","12.7","6","2985"
"0.99469","3.1","0.45","10.9","7","2986"
"0.99469","3.1","0.45","10.9","7","2987"
"0.99406","3.1","0.45","10.9","7","2988"
"0.99305","3.2","0.52","11.4","7","2989"
"0.99096","3.2","0.41","11","6","2990"
"0.98956","3.5","0.31","12.6","7","2991"
"0.9921","3.3","0.46","11.6","7","2992"
"0.99496","3.1","0.44","10.5","7","2993"
"0.99406","3.1","0.45","10.9","7","2994"
"0.99406","3.1","0.45","10.9","7","2995"
"0.9888","3","0.37","12.5","6","2996"
"0.98942","3.1","0.5","12.1","8","2997"
"0.99082","3","0.58","11.3","6","2998"
"0.98802","3.1","0.64","13.3","7","2999"
"0.99406","3.1","0.45","10.9","7","3000"
"0.99469","3.1","0.45","10.9","7","3001"
"0.99496","3.1","0.44","10.5","7","3002"
"0.9921","3.3","0.46","11.6","7","3003"
"0.99305","3.2","0.52","11.4","7","3004"
"0.99074","3.2","0.51","11","6","3005"
"0.98968","3.1","0.36","12.1","6","3006"
"0.99096","3.2","0.41","11","6","3007"
"0.98956","3.5","0.31","12.6","7","3008"
"0.9887","3.4","0.3","13","7","3009"
"0.99941","2.9","0.64","8.8","6","3010"
"0.99388","3.2","0.53","9.5","5","3011"
"0.99206","3.2","0.47","11.8","6","3012"
"0.99035","3.1","0.45","12.2","6","3013"
"0.99581","3.1","0.55","10.7","6","3014"
"0.9976","3.1","0.38","11","6","3015"
"0.99362","3","0.44","11.4","6","3016"
"0.99581","3.1","0.55","10.7","6","3017"
"0.99016","3.1","0.34","12","6","3018"
"0.99176","3","0.39","11.9","8","3019"
"0.99362","3","0.44","11.4","6","3020"
"0.99439","3","0.34","11.8","6","3021"
"0.99458","3.3","0.48","10.6","4","3022"
"0.99418","3.1","0.38","9.7","5","3023"
"0.9976","3.1","0.38","11","6","3024"
"0.99581","3.1","0.55","10.7","6","3025"
"0.99178","3.8","0.63","11","7","3026"
"0.99456","3","0.34","10.5","6","3027"
"0.99578","3.1","0.45","10.4","5","3028"
"0.99546","3.2","0.55","10.5","6","3029"
"0.99518","3.1","0.48","12","8","3030"
"0.99518","3.1","0.48","12","8","3031"
"0.99646","3.2","0.41","9.2","6","3032"
"0.99264","3.4","0.49","10.9","5","3033"
"0.99578","3.2","0.5","9.5","6","3034"
"0.99604","3.2","0.55","9.4","6","3035"
"0.99014","3.1","0.5","11.3","7","3036"
"0.99489","3.4","0.58","10.4","5","3037"
"0.99884","3.3","0.57","9.4","6","3038"
"0.99054","3","0.52","11.3","6","3039"
"0.99782","3.1","0.4","8.8","6","3040"
"0.99519","3.2","0.35","10.8","5","3041"
"0.99882","3.3","0.57","9.4","6","3042"
"0.99884","3.3","0.57","9.4","6","3043"
"0.9931","3","0.43","9.2","6","3044"
"0.99666","3.1","0.53","10.3","6","3045"
"0.99324","3.1","0.57","9.9","6","3046"
"0.99086","3.2","0.34","12.4","6","3047"
"0.9908","3.1","0.44","11.9","5","3048"
"0.99067","3.1","0.56","11.7","6","3049"
"0.99711","3","0.57","9.4","5","3050"
"0.99452","3.5","0.53","9.6","4","3051"
"0.99711","3","0.57","9.4","5","3052"
"0.9945","3","0.43","10.4","7","3053"
"0.99427","3.1","0.47","9.5","5","3054"
"0.99152","3.2","0.43","11.9","6","3055"
"0.98935","3.2","0.4","12.5","6","3056"
"0.98876","3.2","0.4","13.4","5","3057"
"0.99174","3.1","0.84","12.7","5","3058"
"0.99572","3.2","0.46","9.1","5","3059"
"0.99184","2.9","0.5","10.5","6","3060"
"0.99454","3.2","0.7","10.4","5","3061"
"0.99454","3.2","0.7","10.4","5","3062"
"0.99164","3.1","0.59","12.5","8","3063"
"0.99454","3.2","0.7","10.4","5","3064"
"0.99778","3","0.48","9","5","3065"
"0.9975","3.2","0.42","9.8","6","3066"
"0.99778","3","0.48","9","5","3067"
"0.99205","3.2","0.43","10.7","4","3068"
"0.98962","3.2","0.49","12.4","6","3069"
"0.99118","3.1","0.5","12.5","8","3070"
"0.99164","3.1","0.59","12.5","8","3071"
"0.99274","3.1","0.43","12.1","7","3072"
"0.99184","2.9","0.59","11.3","6","3073"
"0.99052","3.3","0.43","12","5","3074"
"0.99546","3.3","0.6","10.4","5","3075"
"0.98972","3.1","0.46","12.2","7","3076"
"0.9942","3.1","0.43","8.6","5","3077"
"0.99572","3.2","0.46","9.1","5","3078"
"0.99022","3","0.33","12.1","5","3079"
"0.99253","3.3","0.81","12","5","3080"
"0.99184","2.9","0.5","10.5","6","3081"
"0.99454","3.2","0.7","10.4","5","3082"
"0.9903","3.5","0.42","11.9","6","3083"
