"fixed_acidity","volatile_acidity","citric_acid","residual_sugar","chlorides","free_sulfur_dioxide","total_sulfur_dioxide","Wine_ID"
"8.1","0.33","0.36","7.4","0.037","36","156","2458"
"7.8","0.32","0.33","10.4","0.031","47","194","2459"
"6.6","0.33","0.24","16.05","0.045","31","147","2460"
"6.6","0.33","0.24","16.05","0.045","31","147","2461"
"8.2","0.26","0.33","2.6","0.053","11","71","2462"
"8.3","0.25","0.33","2.5","0.053","12","72","2463"
"7","0.26","0.26","10.8","0.039","37","184","2464"
"6","0.26","0.15","1.2","0.053","35","124","2465"
"7.5","0.28","0.78","12.1","0.041","53","161","2466"
"7.5","0.27","0.79","11.95","0.04","51","159","2467"
"7","0.28","0.32","1.7","0.038","27","128","2468"
"5.2","0.16","0.34","0.8","0.029","26","77","2469"
"6.8","0.34","0.1","1.4","0.049","29","118","2470"
"7.6","0.25","0.34","1.3","0.056","34","176","2471"
"5.6","0.35","0.4","6.3","0.022","23","174","2472"
"8.8","0.24","0.23","10.3","0.032","12","97","2473"
"6","0.29","0.21","15.55","0.043","20","142","2474"
"6.1","0.27","0.31","1.5","0.035","17","83","2475"
"7.4","0.56","0.09","1.5","0.071","19","117","2476"
"6.8","0.29","0.49","1.4","0.142","52","148","2477"
"6.1","0.27","0.31","1.5","0.035","17","83","2478"
"6.3","0.27","0.37","7.9","0.047","58","215","2479"
"6.6","0.24","0.3","13","0.052","18","143","2480"
"6.8","0.32","0.3","1","0.049","22","113","2481"
"6.4","0.37","0.37","4.85","0.041","39.5","216.5","2482"
"6.2","0.26","0.37","7.1","0.047","54","201","2483"
"6.3","0.27","0.37","7.9","0.047","58","215","2484"
"6.4","0.3","0.16","7.5","0.05","55","191","2485"
"8","0.28","0.32","7.6","0.045","61","204","2486"
"6.7","0.24","0.32","10.3","0.079","37","122","2487"
"7.9","0.27","0.27","1.7","0.034","25","122","2488"
"7.9","0.27","0.27","1.7","0.034","25","122","2489"
"6.1","0.28","0.24","19.95","0.074","32","174","2490"
"7.7","0.39","0.49","7.7","0.036","11","110","2491"
"6","0.2","0.24","5.3","0.075","49","201","2492"
"6.1","0.28","0.24","19.95","0.074","32","174","2493"
"7.6","0.31","0.23","12.7","0.054","20","139","2494"
"7.6","0.31","0.23","12.7","0.054","20","139","2495"
"6.3","0.18","0.22","1.5","0.043","45","155","2496"
"8.6","0.23","0.25","11.3","0.031","13","96","2497"
"6.8","0.21","0.36","18.1","0.046","32","133","2498"
"6.8","0.21","0.36","18.1","0.046","32","133","2499"
"6.9","0.26","0.31","7","0.039","37","175","2500"
"6.8","0.21","0.36","18.1","0.046","32","133","2501"
"6.4","0.31","0.4","6.4","0.039","39","191","2502"
"8.6","0.34","0.36","1.4","0.045","11","119","2503"
"8.6","0.34","0.36","1.4","0.045","11","119","2504"
"8.5","0.3","0.28","3.1","0.054","54","174","2505"
"7.4","0.4","0.41","14.1","0.053","37","194","2506"
"6.6","0.32","0.34","7.7","0.044","63","212","2507"
"7.1","0.34","0.31","5.2","0.032","36","140","2508"
"6.6","0.26","0.25","11.6","0.045","45","178","2509"
"8","0.27","0.57","10.4","0.053","18","134","2510"
"6.2","0.28","0.45","7.5","0.045","46","203","2511"
"6.2","0.3","0.49","11.2","0.058","68","215","2512"
"5.6","0.175","0.29","0.8","0.043","20","67","2513"
"6.9","0.34","0.36","1.4","0.032","13","145","2514"
"6.9","0.34","0.3","4.7","0.029","34","148","2515"
"7.1","0.12","0.3","3.1","0.018","15","37","2516"
"7.1","0.32","0.29","4","0.038","33","170","2517"
"7.3","0.51","0.29","11.3","0.034","61","224","2518"
"7.1","0.12","0.3","3.1","0.018","15","37","2519"
"6.3","0.24","0.55","8.1","0.04","67","216","2520"
"7.5","0.41","0.23","14.8","0.054","28","174","2521"
"6.5","0.18","0.33","1.4","0.029","35","138","2522"
"7.3","0.17","0.24","8.1","0.121","32","162","2523"
"8.2","0.2","0.38","3.5","0.053","41","174","2524"
"7.5","0.41","0.23","14.8","0.054","28","174","2525"
"7.3","0.17","0.24","8.1","0.121","32","162","2526"
"6.5","0.18","0.33","1.4","0.029","35","138","2527"
"7.3","0.16","0.35","1.5","0.036","29","108","2528"
"6.4","0.16","0.37","1.5","0.037","27","109","2529"
"6.6","0.42","0.13","12.8","0.044","26","158","2530"
"5.8","0.3","0.12","1.6","0.036","57","163","2531"
"6.7","0.54","0.27","7.1","0.049","8","178","2532"
"6.7","0.54","0.27","7.1","0.049","8","178","2533"
"6.4","0.22","0.3","11.2","0.046","53","149","2534"
"6.8","0.23","0.3","1.7","0.043","19","95","2535"
"9","0.26","0.34","6.7","0.029","21","162","2536"
"6.5","0.23","0.25","17.3","0.046","15","110","2537"
"5.9","0.28","0.14","8.6","0.032","30","142","2538"
"5.9","0.28","0.14","8.6","0.032","30","142","2539"
"6.2","0.27","0.18","1.5","0.028","20","111","2540"
"9","0.29","0.34","12.1","0.03","34","177","2541"
"9","0.26","0.34","6.7","0.029","21","162","2542"
"8.9","0.27","0.34","10.7","0.029","19.5","166","2543"
"6.5","0.23","0.25","17.3","0.046","15","110","2544"
"6.9","0.32","0.3","1.8","0.036","28","117","2545"
"7.2","0.22","0.24","1.4","0.041","17","159","2546"
"6.7","0.5","0.38","7.5","0.046","26","175","2547"
"6.2","0.33","0.14","4.8","0.052","27","128","2548"
"6.3","0.26","0.42","7.1","0.045","62","209","2549"
"7.5","0.2","0.47","16.9","0.052","51","188","2550"
"6.2","0.33","0.14","4.8","0.052","27","128","2551"
"6.3","0.26","0.42","7.1","0.045","62","209","2552"
"6.6","0.36","0.52","11.3","0.046","8","110","2553"
"6.3","0.13","0.42","1.1","0.043","63","146","2554"
"6.4","0.15","0.44","1.2","0.043","67","150","2555"
"6.3","0.13","0.42","1.1","0.043","63","146","2556"
"7.6","0.23","0.64","12.9","0.033","54","170","2557"
"6.4","0.15","0.44","1.2","0.043","67","150","2558"
"6.3","0.13","0.42","1.1","0.043","63","146","2559"
"5.7","0.255","0.65","1.2","0.079","17","137","2560"
"6.9","0.32","0.26","2.3","0.03","11","103","2561"
"6.9","0.28","0.22","10","0.052","36","131","2562"
"6.9","0.32","0.26","2.3","0.03","11","103","2563"
"5.7","0.255","0.65","1.2","0.079","17","137","2564"
"6.6","0.41","0.16","1.4","0.037","28","160","2565"
"7.3","0.37","0.16","14.9","0.048","59","240","2566"
"6.9","0.21","0.24","1.8","0.021","17","80","2567"
"6.6","0.24","0.28","1.8","0.028","39","132","2568"
"6.8","0.28","0.36","7","0.043","60","207","2569"
"6.6","0.24","0.24","8.6","0.034","25","135","2570"
"6.6","0.24","0.28","1.8","0.028","39","132","2571"
"7","0.16","0.32","1.1","0.032","29","80","2572"
"7","0.14","0.28","1.3","0.026","10","56","2573"
"6.3","0.34","0.36","4.9","0.035","31","185","2574"
"6.8","0.26","0.24","1.9","0.043","70","154","2575"
"6.7","0.17","0.42","10.4","0.038","85","182","2576"
"6.5","0.27","0.4","10","0.039","74","227","2577"
"6.7","0.25","0.36","8.6","0.037","63","206","2578"
"5.8","0.3","0.27","1.7","0.014","45","104","2579"
"6.4","0.28","0.56","1.7","0.156","49","106","2580"
"7.7","0.3","0.26","18.95","0.053","36","174","2581"
"6.8","0.18","0.3","12.8","0.062","19","171","2582"
"6.8","0.18","0.3","12.8","0.062","19","171","2583"
"6.8","0.18","0.3","12.8","0.062","19","171","2584"
"6.8","0.18","0.3","12.8","0.062","19","171","2585"
"6.8","0.18","0.3","12.8","0.062","19","171","2586"
"6.8","0.18","0.3","12.8","0.062","19","171","2587"
"5.1","0.14","0.25","0.7","0.039","15","89","2588"
"6.8","0.18","0.3","12.8","0.062","19","171","2589"
"7.2","0.615","0.1","1.4","0.068","25","154","2590"
"6.9","0.13","0.28","13.3","0.05","47","132","2591"
"6.7","0.34","0.3","8.5","0.059","24","152","2592"
"7.3","0.32","0.29","1.5","0.038","32","144","2593"
"6.3","0.21","0.29","11.7","0.048","49","147","2594"
"5.4","0.5","0.13","5","0.028","12","107","2595"
"8.2","0.52","0.34","1.2","0.042","18","167","2596"
"7.8","0.28","0.31","2.1","0.046","28","208","2597"
"6.4","0.22","0.34","1.4","0.023","56","115","2598"
"7.8","0.28","0.31","2.1","0.046","28","208","2599"
"6.9","0.32","0.27","16","0.034","58","185","2600"
"6.8","0.11","0.42","1.1","0.042","51","132","2601"
"6.2","0.26","0.32","15.3","0.031","64","185","2602"
"6.4","0.22","0.34","1.4","0.023","56","115","2603"
"6.7","0.3","0.29","2.8","0.025","37","107","2604"
"6.7","0.3","0.29","2.8","0.025","37","107","2605"
"7.1","0.2","0.3","0.9","0.019","4","28","2606"
"7.2","0.2","0.36","2.5","0.028","22","157","2607"
"8.9","0.26","0.33","8.1","0.024","47","202","2608"
"7.5","0.25","0.32","8.2","0.024","53","209","2609"
"7.1","0.2","0.3","0.9","0.019","4","28","2610"
"6.3","0.27","0.46","11.1","0.053","44","177","2611"
"6.5","0.3","0.39","7.8","0.038","61","219","2612"
"6.7","0.3","0.29","2.8","0.025","37","107","2613"
"6.6","0.36","0.52","10.1","0.05","29","140","2614"
"6.15","0.21","0.37","3.2","0.021","20","80","2615"
"6.5","0.18","0.41","14.2","0.039","47","129","2616"
"6.5","0.18","0.41","14.2","0.039","47","129","2617"
"6.5","0.18","0.41","14.2","0.039","47","129","2618"
"6.6","0.26","0.21","2.9","0.026","48","126","2619"
"6.6","0.35","0.35","6","0.063","31","150","2620"
"6.5","0.28","0.28","20.4","0.041","40","144","2621"
"6.6","0.36","0.52","10.1","0.05","29","140","2622"
"6.6","0.26","0.21","2.9","0.026","48","126","2623"
"6.5","0.18","0.41","14.2","0.039","47","129","2624"
"6.15","0.21","0.37","3.2","0.021","20","80","2625"
"4.5","0.19","0.21","0.95","0.033","89","159","2626"
"8","0.24","0.26","1.7","0.033","36","136","2627"
"7.8","0.17","0.23","1.7","0.029","39","128","2628"
"7","0.24","0.24","9","0.03","42","219","2629"
"5.8","0.6","0","1.3","0.044","72","197","2630"
"5.9","0.445","0.26","1.4","0.027","23","109","2631"
"6.7","0.28","0.28","2.4","0.012","36","100","2632"
"6.8","0.44","0.2","16","0.065","61","186","2633"
"7.2","0.24","0.27","11.4","0.034","40","174","2634"
"8.7","0.31","0.73","14.35","0.044","27","191","2635"
"8.2","0.32","0.26","2.1","0.062","26","87","2636"
"7.2","0.24","0.27","11.4","0.034","40","174","2637"
"8.7","0.31","0.73","14.35","0.044","27","191","2638"
"7.5","0.13","0.38","1.1","0.023","42","104","2639"
"9.2","0.14","0.37","1.1","0.034","36","84","2640"
"7.4","0.2","0.37","1.2","0.028","28","89","2641"
"6.1","0.15","0.35","15.8","0.042","55","158","2642"
"7.6","0.23","0.4","5.2","0.066","14","91","2643"
"8.1","0.33","0.22","5.2","0.047","24","151","2644"
"7.15","0.17","0.24","9.6","0.119","56","178","2645"
"6.7","0.12","0.3","5.2","0.048","38","113","2646"
"5.7","0.18","0.36","1.2","0.046","9","71","2647"
"5.8","0.15","0.28","0.8","0.037","43","127","2648"
"6.6","0.23","0.29","14.45","0.057","29","144","2649"
"7.15","0.17","0.24","9.6","0.119","56","178","2650"
"7","0.34","0.39","6.9","0.066","43","162","2651"
"6.4","0.68","0.26","3.4","0.069","25","146","2652"
"7.3","0.22","0.31","2.3","0.018","45","80","2653"
"6.4","0.28","0.27","11","0.042","45","148","2654"
"6.9","0.4","0.22","5.95","0.081","76","303","2655"
"6.8","0.19","0.23","5.1","0.034","71","204","2656"
"7.1","0.23","0.24","5.4","0.039","60","196","2657"
"6.45","0.14","0.42","1.2","0.05","51","129","2658"
"6.5","0.15","0.44","12.6","0.052","65","158","2659"
"7.1","0.15","0.34","1","0.033","27","73","2660"
"6.7","0.33","0.34","6.6","0.067","35","156","2661"
"7.2","0.3","0.26","1.5","0.041","46","178","2662"
"7","0.23","0.33","1","0.043","46","110","2663"
"8","0.13","0.25","1.1","0.033","15","86","2664"
"6.2","0.21","0.34","6.6","0.03","36","91","2665"
"8.3","0.4","0.41","8.2","0.05","15","122","2666"
"5.9","0.34","0.31","2","0.03","38","142","2667"
"6.6","0.12","0.25","1.4","0.039","21","131","2668"
"9.6","0.655","0.21","2","0.039","21","120","2669"
"6.8","0.26","0.4","7.5","0.046","45","179","2670"
"5.9","0.34","0.31","2","0.03","38","142","2671"
"5.9","0.3","0.3","2","0.03","38","142","2672"
"7","0.15","0.3","13.3","0.049","46","120","2673"
"7.9","0.37","0.31","2.85","0.037","5","24","2674"
"7.2","0.35","0.25","5.6","0.032","23","120","2675"
"7.2","0.32","0.24","5.6","0.033","23","120","2676"
"7.6","0.1","0.33","1","0.031","33","93","2677"
"6.2","0.25","0.31","3.2","0.03","32","150","2678"
"7.1","0.31","0.17","1","0.042","21","144","2679"
"7.6","0.18","0.28","7.1","0.041","29","110","2680"
"8","0.17","0.29","2.4","0.029","52","119","2681"
"7.2","0.19","0.27","11.2","0.061","46","149","2682"
"7.6","0.32","0.25","9.5","0.03","15","136","2683"
"7.1","0.31","0.17","1","0.042","21","144","2684"
"6.6","0.21","0.29","1.8","0.026","35","128","2685"
"7","0.16","0.36","2.6","0.029","28","98","2686"
"8","0.17","0.29","2.4","0.029","52","119","2687"
"6.6","0.24","0.38","8","0.042","56","187","2688"
"7.2","0.19","0.27","11.2","0.061","46","149","2689"
"7.6","0.18","0.28","7.1","0.041","29","110","2690"
"6.9","0.3","0.25","3.3","0.041","26","124","2691"
"6.2","0.28","0.27","10.3","0.03","26","108","2692"
"6.9","0.31","0.32","1.2","0.024","20","166","2693"
"6.7","0.23","0.25","1.6","0.036","28","143","2694"
"6.2","0.28","0.27","10.3","0.03","26","108","2695"
"5.7","0.23","0.28","9.65","0.025","26","121","2696"
"6.5","0.22","0.5","16.4","0.048","36","182","2697"
"7","0.18","0.37","1.5","0.043","16","104","2698"
"6.9","0.31","0.32","1.2","0.024","20","166","2699"
"6.9","0.3","0.25","3.3","0.041","26","124","2700"
"6.5","0.46","0.31","5","0.027","15","72","2701"
"6.5","0.23","0.36","16.3","0.038","43","133","2702"
"6.5","0.23","0.36","16.3","0.038","43","133","2703"
"6.5","0.23","0.36","16.3","0.038","43","133","2704"
"6.6","0.26","0.38","6.5","0.17","68","201","2705"
"6.7","0.26","0.39","6.4","0.171","64","200","2706"
"7.5","0.28","0.39","10.2","0.045","59","209","2707"
"6.5","0.23","0.36","16.3","0.038","43","133","2708"
"6.8","0.23","0.42","7.4","0.044","56","189","2709"
"7.8","0.25","0.34","13.7","0.044","66","184","2710"
"7.8","0.25","0.34","13.7","0.044","66","184","2711"
"5.6","0.2","0.22","1.3","0.049","25","155","2712"
"6.4","0.21","0.44","7.4","0.045","47","182","2713"
"6.8","0.23","0.42","7.4","0.044","56","189","2714"
"6.8","0.24","0.37","7.45","0.043","59","188","2715"
"7.8","0.25","0.28","7.2","0.04","46","179","2716"
"7.8","0.25","0.34","13.7","0.044","66","184","2717"
"6.8","0.16","0.29","10.4","0.046","59","143","2718"
"5.2","0.28","0.29","1.1","0.028","18","69","2719"
"7.5","0.18","0.31","6.5","0.029","53","160","2720"
"7.5","0.26","0.3","4.6","0.027","29","92","2721"
"8.2","0.37","0.64","13.9","0.043","22","171","2722"
"7.6","0.4","0.27","5.2","0.03","32","101","2723"
"7.5","0.26","0.25","1.7","0.038","29","129","2724"
"7.5","0.18","0.31","6.5","0.029","53","160","2725"
"6.9","0.23","0.32","16.4","0.045","62","153","2726"
"5.3","0.2","0.31","3.6","0.036","22","91","2727"
"6.5","0.17","0.31","1.5","0.041","34","121","2728"
"6.5","0.35","0.28","12.4","0.051","86","213","2729"
"6.5","0.29","0.31","1.7","0.035","24","79","2730"
"6.8","0.3","0.22","6.2","0.06","41","190","2731"
"7.9","0.51","0.36","6.2","0.051","30","173","2732"
"7.9","0.51","0.34","2.6","0.049","13","135","2733"
"6.5","0.29","0.31","1.7","0.035","24","79","2734"
"7.1","0.29","0.28","9.3","0.048","50","141","2735"
"6.5","0.35","0.28","12.4","0.051","86","213","2736"
"6.5","0.17","0.31","1.5","0.041","34","121","2737"
"7.4","0.2","0.28","9.1","0.047","29","95","2738"
"6.9","0.615","0.42","12","0.067","24","131","2739"
"6.8","0.32","0.28","4.8","0.034","25","100","2740"
"6.3","0.2","0.19","12.3","0.048","54","145","2741"
"6.9","0.615","0.42","12","0.067","24","131","2742"
"8","0.23","0.28","2.7","0.048","49","165","2743"
"6.7","0.27","0.33","3.6","0.034","9","45","2744"
"6.7","0.27","0.33","3.6","0.034","9","45","2745"
"6.7","0.44","0.22","4.3","0.032","19","99","2746"
"7","0.34","0.3","1.8","0.045","44","142","2747"
"7.3","0.26","0.33","11.8","0.057","48","127","2748"
"5.8","0.17","0.34","1.8","0.045","96","170","2749"
"7.3","0.26","0.33","11.8","0.057","48","127","2750"
"5.8","0.17","0.34","1.8","0.045","96","170","2751"
"6.8","0.17","0.36","1.4","0.036","38","108","2752"
"7.1","0.43","0.3","6.6","0.025","15","138","2753"
"5.8","0.315","0.27","1.55","0.026","15","70","2754"
"5.9","0.17","0.28","0.7","0.027","5","28","2755"
"6.6","0.34","0.18","6.4","0.082","47","240","2756"
"8.6","0.33","0.34","11.8","0.059","42","240","2757"
"5.6","0.12","0.26","4.3","0.038","18","97","2758"
"5.8","0.13","0.26","5.1","0.039","19","103","2759"
"7.7","0.18","0.35","5.8","0.055","25","144","2760"
"7.7","0.16","0.36","5.9","0.054","25","148","2761"
"6","0.26","0.15","1.3","0.06","51","154","2762"
"7.3","0.32","0.35","1.4","0.05","8","163","2763"
"7.7","0.3","0.34","1.2","0.048","4","119","2764"
"7.9","0.16","0.3","7.4","0.05","58","152","2765"
"6.4","0.27","0.29","10.8","0.028","17","118","2766"
"6.9","0.16","0.37","1.8","0.034","36","95","2767"
"7.9","0.16","0.3","7.4","0.05","58","152","2768"
"7.7","0.3","0.34","1.2","0.048","4","119","2769"
"7.3","0.32","0.35","1.4","0.05","8","163","2770"
"6.4","0.44","0.44","14.4","0.048","29","228","2771"
"6.3","0.2","0.24","1.7","0.052","36","135","2772"
"6.2","0.29","0.32","3.6","0.026","39","138","2773"
"7.6","0.39","0.32","3.6","0.035","22","93","2774"
"7","0.36","0.32","10.05","0.045","37","131","2775"
"7","0.36","0.32","10.05","0.045","37","131","2776"
"7","0.36","0.32","10.5","0.045","35","135","2777"
"7.6","0.2","0.36","1.9","0.043","24","111","2778"
"7.6","0.39","0.32","3.6","0.035","22","93","2779"
"6.7","0.2","0.37","1.65","0.025","42","103","2780"
"6.2","0.235","0.34","1.9","0.036","4","117","2781"
"7.8","0.965","0.6","65.8","0.074","8","160","2782"
"7.1","0.2","0.31","6.85","0.053","32","211","2783"
"7.1","0.2","0.31","7.4","0.053","32","211","2784"
"7.1","0.2","0.31","7.4","0.053","32","211","2785"
"6.4","0.24","0.25","20.2","0.083","35","157","2786"
"8","0.3","0.36","11","0.034","8","70","2787"
"6.4","0.24","0.25","20.2","0.083","35","157","2788"
"6.9","0.4","0.42","6.2","0.066","41","176","2789"
"6.9","0.4","0.43","6.2","0.065","42","178","2790"
"7.1","0.2","0.31","6.85","0.053","32","211","2791"
"6.6","0.25","0.51","8","0.047","61","189","2792"
"6.8","0.26","0.44","8.2","0.046","52","183","2793"
"6.5","0.37","0.3","2.2","0.033","39","107","2794"
"6.8","0.35","0.53","10.1","0.053","37","151","2795"
"6.4","0.22","0.32","7.2","0.028","15","83","2796"
"6.5","0.37","0.3","2.2","0.033","39","107","2797"
"6.8","0.35","0.53","10.1","0.053","37","151","2798"
"6.9","0.31","0.32","1.6","0.036","34","114","2799"
"6.7","0.16","0.37","1.3","0.036","45","125","2800"
"6.6","0.25","0.51","8","0.047","61","189","2801"
"6.8","0.26","0.44","8.2","0.046","52","183","2802"
"5.6","0.15","0.31","5.3","0.038","8","79","2803"
"5.5","0.15","0.32","14","0.031","16","99","2804"
"6.4","0.22","0.32","7.2","0.028","15","83","2805"
"7.3","0.2","0.26","1.6","0.04","36","123","2806"
"7.5","0.17","0.71","11.8","0.038","52","148","2807"
"7.5","0.18","0.72","9.6","0.039","53","151","2808"
"7","0.27","0.48","6.1","0.042","60","184","2809"
"5.8","0.32","0.31","2.7","0.049","25","153","2810"
"7.8","0.26","0.31","3.6","0.025","22","100","2811"
"7.4","0.3","0.32","1.7","0.03","23","128","2812"
"6.7","0.16","0.34","1.6","0.026","27","109","2813"
"5.8","0.32","0.31","2.7","0.049","25","153","2814"
"6.7","0.19","0.39","1","0.032","14","71","2815"
"6.6","0.36","0.24","0.9","0.038","15","72","2816"
"7.2","0.17","0.41","1.6","0.052","24","126","2817"
"6.7","0.19","0.39","1","0.032","14","71","2818"
"6","0.11","0.47","10.6","0.052","69","148","2819"
"6","0.21","0.34","2","0.042","63","123","2820"
"6.7","0.325","0.82","1.2","0.152","49","120","2821"
"6.6","0.4","0.46","6.2","0.056","42","241","2822"
"6.5","0.2","0.24","9.2","0.044","25","150","2823"
"7.6","0.27","0.34","5","0.04","18","56","2824"
"7.2","0.26","0.4","6.3","0.047","52","172","2825"
"6.3","0.25","0.22","3.3","0.048","41","161","2826"
"6.5","0.22","0.45","8","0.053","52","196","2827"
"6.4","0.14","0.31","1.2","0.034","53","138","2828"
"6.4","0.14","0.31","1.2","0.034","53","138","2829"
"7.1","0.26","0.32","16.2","0.044","31","170","2830"
"6.6","0.22","0.34","11.6","0.05","59","140","2831"
"6.6","0.45","0.43","7.2","0.064","31","186","2832"
"6.6","0.17","0.3","1.1","0.031","13","73","2833"
"7.2","0.44","0.28","3.4","0.048","22","112","2834"
"6.2","0.15","0.27","1.4","0.041","51","117","2835"
"6.3","0.25","0.22","3.3","0.048","41","161","2836"
"6.5","0.22","0.45","8","0.053","52","196","2837"
"7.3","0.26","0.3","9.3","0.05","35","154","2838"
"6.9","0.15","0.29","2.3","0.033","14","82","2839"
"5.8","0.22","0.29","0.9","0.034","34","89","2840"
"6.5","0.37","0.33","3.5","0.036","23","92","2841"
"5.5","0.375","0.38","1.7","0.036","17","98","2842"
"5.9","0.2","0.4","1.3","0.047","23","92","2843"
"5.9","0.22","0.38","1.3","0.046","24","90","2844"
"8","0.22","0.31","5.6","0.049","24","97","2845"
"6.5","0.22","0.29","7.4","0.028","16","87","2846"
"6.9","0.15","0.29","2.3","0.033","14","82","2847"
"5.8","0.2","0.34","1","0.035","40","86","2848"
"6.6","0.31","0.07","1.5","0.033","55","144","2849"
"7.7","0.43","0.37","10","0.169","22","210","2850"
"6.7","0.24","0.29","14.9","0.053","55","136","2851"
"7.3","0.23","0.34","9.3","0.052","19","86","2852"
"7.9","0.2","0.39","1","0.041","37","154","2853"
"5.3","0.16","0.39","1","0.028","40","101","2854"
"6.4","0.21","0.28","5.9","0.047","29","101","2855"
"6.9","0.33","0.26","5","0.027","46","143","2856"
"5.6","0.18","0.58","1.25","0.034","29","129","2857"
"6.6","0.29","0.31","3.9","0.027","39","96","2858"
"6.9","0.33","0.26","5","0.027","46","143","2859"
"6.6","0.21","0.36","0.8","0.034","48","113","2860"
"7.3","0.21","0.33","1","0.037","66","144","2861"
"6.4","0.21","0.28","5.9","0.047","29","101","2862"
"5.1","0.11","0.32","1.6","0.028","12","90","2863"
"6.5","0.15","0.32","1.3","0.036","19","76","2864"
"5.3","0.16","0.39","1","0.028","40","101","2865"
"5.6","0.19","0.46","1.1","0.032","33","115","2866"
"5.6","0.18","0.58","1.25","0.034","29","129","2867"
"6.7","0.48","0.32","1.4","0.021","22","121","2868"
"6.2","0.23","0.23","1.2","0.018","18","128","2869"
"6","0.17","0.29","5","0.028","25","108","2870"
"6.7","0.48","0.32","1.4","0.021","22","121","2871"
"6.7","0.15","0.38","1.7","0.037","20","84","2872"
"4.2","0.17","0.36","1.8","0.029","93","161","2873"
"5.8","0.21","0.32","1.6","0.045","38","95","2874"
"5.4","0.23","0.36","1.5","0.03","74","121","2875"
"6.7","0.15","0.38","1.7","0.037","20","84","2876"
"6.4","0.22","0.31","13.9","0.04","57","135","2877"
"6.5","0.15","0.55","5.9","0.045","75","162","2878"
"5.9","0.32","0.33","2.1","0.027","35","138","2879"
"5.7","0.37","0.3","1.1","0.029","24","88","2880"
"7.9","0.25","0.35","6.7","0.039","22","64","2881"
"7.2","0.21","0.28","2.7","0.033","38","94","2882"
"7","0.24","0.3","6.7","0.039","37","125","2883"
"6.8","0.475","0.33","3.95","0.047","16","81","2884"
"7","0.28","0.32","7.75","0.032","30","114","2885"
"6.9","0.4","0.3","10.6","0.033","24","87","2886"
"6.6","0.41","0.31","1.6","0.042","18","101","2887"
"6.4","0.2","0.28","2.5","0.032","24","84","2888"
"8.5","0.22","0.34","0.7","0.04","5","25","2889"
"8.4","0.36","0.36","11.1","0.032","21","132","2890"
"5.2","0.285","0.29","5.15","0.035","64","138","2891"
"6.9","0.2","0.3","4.7","0.041","40","148","2892"
"6.7","0.42","0.46","9.7","0.054","67","234","2893"
"6.2","0.16","0.34","1.7","0.038","85","153","2894"
"6.4","0.125","0.36","1.4","0.044","22","68","2895"
"6.4","0.44","0.26","2","0.054","20","180","2896"
"7","0.31","0.39","7.5","0.055","42","218","2897"
"6.7","0.42","0.46","9.7","0.054","67","234","2898"
"8.6","0.18","0.28","0.8","0.032","25","78","2899"
"6.2","0.21","0.26","13.1","0.05","59","150","2900"
"6.1","0.16","0.37","1.1","0.031","37","97","2901"
"6.5","0.22","0.32","2.2","0.028","36","92","2902"
"6.2","0.36","0.14","8.9","0.036","38","155","2903"
"5.7","0.21","0.25","1.1","0.035","26","81","2904"
"6.4","0.25","0.32","0.9","0.034","40","114","2905"
"7.6","0.31","0.26","1.7","0.073","40","157","2906"
"6.6","0.26","0.46","6.9","0.047","59","183","2907"
"5.7","0.21","0.25","1.1","0.035","26","81","2908"
"6.2","0.2","0.31","1","0.031","22","73","2909"
"6.2","0.18","0.3","1","0.031","23","73","2910"
"6.1","0.37","0.2","7.6","0.031","49","170","2911"
"6.2","0.36","0.14","8.9","0.036","38","155","2912"
"6.5","0.22","0.32","2.2","0.028","36","92","2913"
"7.7","0.18","0.3","1.2","0.046","49","199","2914"
"6.9","0.14","0.38","1","0.041","22","81","2915"
"6.9","0.14","0.38","1","0.041","22","81","2916"
"6","0.44","0.26","3.1","0.053","57","128","2917"
"7.1","0.36","0.4","1.95","0.033","26","118","2918"
"5.7","0.28","0.28","2.2","0.019","15","65","2919"
"6.4","0.16","0.32","8.75","0.038","38","118","2920"
"7.4","0.28","0.4","11.9","0.032","13","92","2921"
"6.7","0.39","0.31","2.7","0.054","27","202","2922"
"6.5","0.44","0.47","5.45","0.014","44","137","2923"
"6.9","0.22","0.31","6.3","0.029","41","131","2924"
"6.6","0.22","0.29","14.4","0.046","39","118","2925"
"7.7","0.25","0.3","7.8","0.038","67","196","2926"
"5.2","0.155","0.33","1.6","0.028","13","59","2927"
"7","0.31","0.31","9.1","0.036","45","140","2928"
"7","0.31","0.31","9.1","0.036","45","140","2929"
"6.6","0.22","0.29","14.4","0.046","39","118","2930"
"5.6","0.21","0.4","1.3","0.041","81","147","2931"
"5.2","0.155","0.33","1.6","0.028","13","59","2932"
"6.4","0.25","0.32","11.3","0.038","69","192","2933"
"6.9","0.22","0.31","6.3","0.029","41","131","2934"
"5.3","0.21","0.29","0.7","0.028","11","66","2935"
"7.1","0.27","0.28","1.25","0.023","3","89","2936"
"5.2","0.17","0.27","0.7","0.03","11","68","2937"
"7.7","0.25","0.3","7.8","0.038","67","196","2938"
"7","0.12","0.29","10.3","0.039","41","98","2939"
"7","0.12","0.29","10.3","0.039","41","98","2940"
"7.1","0.29","0.34","7.8","0.036","49","128","2941"
"7.2","0.3","0.3","8.7","0.022","14","111","2942"
"6.8","0.26","0.46","8.3","0.037","49","173","2943"
